Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
4120,Skirt,139,26-09-2023,2.7,Credit Card
4026,Vest,10,15-10-2022,2.5,Credit Card
4090,T-shirt,86,15-08-2023,1.1,Cash
4072,Polo Shirt,158,07-05-2023,2.7,Credit Card
4062,Overalls,135,02-12-2022,3.7,Cash
4018,Leggings,124,19-05-2023,2.9,Credit Card
4001,Pants,98,27-01-2023,,Credit Card
4113,Cardigan,149,15-10-2022,1.4,Cash
3966,Gloves,92,04-10-2022,4.2,Credit Card
4109,Kimono,188,21-07-2023,,Credit Card
4003,Umbrella,108,01-08-2023,3.3,Cash
4084,Overalls,115,22-12-2022,2.8,Credit Card
4113,Pants,,04-09-2023,4.8,Cash
3979,Loafers,190,01-07-2023,4.1,Cash
4117,Cardigan,107,16-02-2023,2,Credit Card
4034,Pants,179,12-03-2023,3.4,Cash
4046,Poncho,176,11-12-2022,2.8,Cash
4064,Wallet,136,17-02-2023,2.9,Credit Card
3958,Tank Top,42,02-11-2022,3.1,Credit Card
4099,Dress,161,07-01-2023,4.1,Cash
4017,Loafers,35,26-12-2022,3.1,Cash
4006,Leggings,122,28-09-2023,3.7,Credit Card
3987,Blazer,,25-11-2022,2.3,Credit Card
4092,Trench Coat,13,03-11-2022,3.4,Credit Card
3981,Tank Top,114,01-04-2023,4.3,Cash
4115,Shorts,49,20-09-2023,2.8,Cash
4049,Sneakers,,27-01-2023,,Credit Card
4095,Romper,77,20-03-2023,1.5,Credit Card
4086,Sunglasses,187,01-04-2023,2.5,Cash
4013,Onesie,30,07-10-2022,3.7,Cash
4075,Handbag,182,13-03-2023,2.3,Credit Card
4117,Scarf,107,19-11-2022,4.3,Credit Card
4010,Kimono,170,17-02-2023,1.7,Cash
4027,Cardigan,134,17-01-2023,1.1,Cash
3970,Romper,19,12-12-2022,3.5,Cash
4006,Pajamas,70,22-11-2022,2.4,Cash
3985,Sweater,83,26-07-2023,,Credit Card
3995,Trousers,33,25-08-2023,2,Credit Card
4078,Pants,35,24-11-2022,,Cash
4084,Romper,190,04-03-2023,,Cash
4002,Scarf,123,31-01-2023,3.5,Credit Card
3997,Camisole,,08-09-2023,2.1,Credit Card
3968,Gloves,17,27-10-2022,3.8,Credit Card
3970,Tank Top,,23-06-2023,4.3,Cash
4122,Poncho,85,16-05-2023,3.9,Cash
4050,Sweater,120,07-06-2023,2.8,Cash
4029,Jumpsuit,,31-07-2023,,Credit Card
4010,Hat,154,26-05-2023,1.6,Credit Card
4068,Kimono,56,24-08-2023,3.6,Credit Card
4021,Camisole,,12-12-2022,2.5,Cash
4042,Vest,,12-02-2023,1.3,Cash
4114,Blazer,168,28-05-2023,4,Cash
4073,Wallet,137,07-08-2023,1.1,Cash
3968,Coat,46,05-12-2022,2,Credit Card
3983,Jeans,173,11-04-2023,4.5,Cash
3970,Sun Hat,75,21-09-2023,2.7,Cash
4094,Vest,129,07-02-2023,1.8,Credit Card
4002,Trousers,183,08-12-2022,2.2,Credit Card
3997,Belt,28,19-12-2022,4.4,Credit Card
3964,Umbrella,98,18-11-2022,4.2,Cash
4081,Onesie,86,15-06-2023,2.9,Credit Card
4088,Raincoat,118,08-07-2023,2.7,Credit Card
3986,Tunic,126,30-01-2023,4.1,Cash
3975,Vest,60,29-09-2023,3.7,Credit Card
4017,Vest,133,09-02-2023,4.6,Cash
4070,Jacket,,19-08-2023,2.1,Cash
4108,Flannel Shirt,101,12-09-2023,1.1,Cash
4105,Camisole,189,15-03-2023,1.5,Credit Card
4040,Cardigan,178,25-09-2023,3.4,Cash
4064,Cardigan,12,05-07-2023,2.3,Credit Card
4007,Tank Top,185,27-11-2022,1.1,Cash
4040,Socks,22,31-07-2023,1.3,Credit Card
4015,Tank Top,200,02-01-2023,3.8,Cash
3985,Sun Hat,83,05-10-2022,3.4,Cash
4040,Vest,68,05-03-2023,2.3,Credit Card
4015,Skirt,100,06-07-2023,4.7,Credit Card
3982,Blouse,58,06-06-2023,,Credit Card
4017,Leggings,183,11-06-2023,2.4,Credit Card
4062,Tunic,178,23-10-2022,2.8,Credit Card
4008,Slippers,45,10-05-2023,1.8,Credit Card
4053,Sweater,170,11-06-2023,3.7,Cash
4013,Romper,89,22-08-2023,1.1,Cash
3975,Blazer,18,15-04-2023,4.9,Credit Card
4077,Overalls,197,23-07-2023,3.2,Credit Card
4106,Backpack,,11-01-2023,1.8,Credit Card
4081,Coat,93,16-01-2023,2.5,Credit Card
3970,Sunglasses,54,30-01-2023,2.3,Credit Card
4068,Blouse,148,28-12-2022,1.1,Cash
3994,Bowtie,103,30-07-2023,1.7,Credit Card
4012,Tank Top,79,30-07-2023,2.7,Cash
4113,Onesie,75,14-07-2023,1.1,Credit Card
4073,Cardigan,133,10-05-2023,3.2,Credit Card
4002,Pants,85,01-04-2023,1.9,Cash
4056,Scarf,96,19-11-2022,1.5,Cash
4052,Scarf,129,03-04-2023,4.4,Credit Card
3991,Poncho,46,14-08-2023,,Credit Card
4074,Socks,67,31-10-2022,5,Credit Card
4006,Poncho,195,25-12-2022,1.7,Credit Card
4118,Backpack,111,25-03-2023,4.1,Credit Card
4048,T-shirt,152,29-05-2023,2.6,Cash
4026,Swimsuit,111,06-07-2023,4,Cash
4008,Camisole,,07-09-2023,3.4,Cash
4042,Sunglasses,126,27-02-2023,2.5,Credit Card
3989,Skirt,182,11-05-2023,4.5,Credit Card
3965,Umbrella,107,19-02-2023,4,Credit Card
4102,Pants,105,31-10-2022,3.1,Cash
3972,Pajamas,,25-06-2023,4.4,Cash
4028,Belt,16,21-03-2023,2.9,Cash
3991,Umbrella,153,23-08-2023,2.8,Cash
3985,Coat,166,16-06-2023,1.7,Cash
4076,Sweater,26,03-04-2023,3.1,Cash
4074,Skirt,128,28-06-2023,2.9,Credit Card
4064,Raincoat,87,30-06-2023,4.6,Credit Card
4000,Onesie,39,08-01-2023,3.6,Credit Card
4044,Hat,,06-07-2023,2.6,Cash
4013,Sweater,87,28-12-2022,3.5,Cash
4032,Shorts,39,15-03-2023,3.5,Credit Card
4111,Trench Coat,,25-09-2023,3.4,Cash
3997,Backpack,44,13-05-2023,4.8,Credit Card
4120,Trousers,104,30-09-2023,2,Credit Card
4113,Slippers,200,03-06-2023,2.9,Credit Card
4000,Belt,148,10-12-2022,,Cash
4104,Pants,200,27-04-2023,4,Credit Card
4098,Handbag,116,29-12-2022,3.6,Credit Card
4015,Camisole,135,11-10-2022,4.5,Credit Card
3979,Vest,81,19-06-2023,1.6,Cash
4062,Boots,,15-02-2023,4.5,Cash
4090,Dress,123,23-04-2023,4.7,Cash
4082,Shorts,70,05-06-2023,2.3,Credit Card
4012,Boots,35,05-12-2022,4.6,Credit Card
4108,Vest,104,04-09-2023,2.8,Cash
4078,Kimono,175,28-07-2023,3.4,Cash
4075,Blazer,111,27-12-2022,4.2,Cash
4028,Tank Top,41,05-04-2023,3,Credit Card
3960,Loafers,126,07-03-2023,3.4,Credit Card
4066,Hat,,20-01-2023,4.7,Credit Card
4020,Backpack,173,24-08-2023,2.8,Cash
4020,Poncho,15,14-03-2023,1,Credit Card
4040,Pajamas,,11-04-2023,,Credit Card
4068,Jumpsuit,42,12-11-2022,4.5,Cash
4105,Tank Top,62,28-07-2023,4.4,Credit Card
4013,Wallet,,20-04-2023,,Credit Card
4108,Wallet,63,27-12-2022,2,Credit Card
3995,Hoodie,69,13-07-2023,1.5,Credit Card
4103,Jumpsuit,47,22-12-2022,3.6,Credit Card
3958,Overalls,162,29-12-2022,1.1,Cash
4063,Backpack,,03-01-2023,3.9,Credit Card
3968,Pajamas,47,30-03-2023,2.6,Credit Card
3967,Sneakers,148,06-10-2022,4.1,Credit Card
4077,Handbag,54,25-11-2022,3.9,Credit Card
4086,Backpack,,02-07-2023,3.6,Cash
3965,Bowtie,43,03-01-2023,1.5,Credit Card
4065,Swimsuit,,31-03-2023,2,Cash
4092,T-shirt,70,06-09-2023,4,Credit Card
4057,Shorts,14,23-08-2023,1.7,Cash
4079,Shorts,,27-04-2023,2.4,Credit Card
3982,Hoodie,,27-12-2022,4.2,Cash
4072,Shorts,144,04-03-2023,1.4,Credit Card
4083,Kimono,,18-05-2023,1.3,Credit Card
4018,Backpack,,29-12-2022,3,Cash
3978,Wallet,102,11-07-2023,2,Credit Card
4099,Trench Coat,37,30-04-2023,2.8,Cash
3960,Gloves,66,06-01-2023,3.8,Cash
4061,Jeans,21,30-07-2023,3.4,Credit Card
4012,Slippers,178,07-02-2023,1.6,Cash
3990,Sunglasses,127,02-01-2023,1.9,Cash
4048,Sunglasses,17,28-08-2023,2.5,Cash
4032,Onesie,,08-10-2022,4.8,Credit Card
4018,Sneakers,112,17-11-2022,3.5,Credit Card
4122,Tank Top,37,27-12-2022,2.8,Cash
3980,Poncho,123,24-12-2022,4,Credit Card
3961,Skirt,,04-02-2023,1.6,Credit Card
4079,Slippers,,19-02-2023,2.5,Cash
4035,Hat,26,15-11-2022,1.1,Credit Card
3998,Pajamas,,26-02-2023,2.2,Cash
4074,Onesie,159,20-07-2023,2,Credit Card
4103,Backpack,93,22-07-2023,4,Credit Card
4106,Tank Top,162,30-12-2022,2.6,Cash
3963,Belt,126,02-08-2023,1.7,Credit Card
4073,Blazer,120,07-10-2022,1.6,Cash
4075,Sunglasses,,08-10-2022,2.3,Credit Card
3992,Blouse,177,08-08-2023,4.5,Cash
4060,Skirt,151,26-09-2023,1.7,Cash
4004,Leggings,65,02-09-2023,1.7,Cash
4051,Jacket,68,03-05-2023,1.1,Credit Card
4117,Romper,126,21-04-2023,2.4,Credit Card
4075,Polo Shirt,196,28-12-2022,1.9,Credit Card
4119,Hat,,22-09-2023,4.1,Credit Card
3957,Vest,180,17-05-2023,3.6,Cash
4117,Tank Top,49,22-10-2022,2.8,Credit Card
3975,Jeans,131,09-12-2022,4.6,Credit Card
4055,Vest,,29-04-2023,4.4,Credit Card
4042,Sun Hat,33,24-04-2023,3.1,Credit Card
4092,Polo Shirt,200,02-10-2022,1.8,Credit Card
3965,Flannel Shirt,43,13-02-2023,2.6,Cash
4032,Kimono,160,26-03-2023,,Credit Card
4066,Jacket,153,28-10-2022,1.3,Credit Card
4026,Flannel Shirt,41,26-07-2023,3.1,Credit Card
4113,Slippers,180,04-04-2023,4.5,Credit Card
4095,Polo Shirt,118,10-05-2023,1.2,Credit Card
4104,Romper,194,09-01-2023,2,Cash
4010,Backpack,,04-01-2023,4,Credit Card
3977,Shorts,89,05-11-2022,3.6,Cash
4115,Tunic,157,03-06-2023,3.8,Cash
4042,Tunic,49,24-02-2023,1.2,Cash
3971,Scarf,67,29-08-2023,3.2,Cash
4088,Wallet,99,22-10-2022,,Credit Card
4050,Shorts,104,11-10-2022,4.3,Credit Card
3970,Hat,,28-01-2023,,Credit Card
3985,Loafers,67,12-08-2023,3.1,Credit Card
4055,Tank Top,153,09-11-2022,,Cash
4050,Hat,169,27-10-2022,3.3,Cash
4076,T-shirt,174,14-11-2022,2.9,Credit Card
4115,Sun Hat,165,23-07-2023,4.1,Credit Card
3967,Bowtie,187,22-01-2023,3.5,Credit Card
4050,Leggings,56,04-02-2023,1.5,Credit Card
4050,Shorts,89,09-04-2023,,Credit Card
4001,Dress,99,12-01-2023,3.2,Credit Card
4122,Blouse,,04-07-2023,2.9,Credit Card
4100,Sunglasses,154,15-08-2023,3.3,Credit Card
3974,Scarf,27,31-12-2022,1.4,Cash
4100,Backpack,,09-12-2022,4.1,Credit Card
4009,Coat,17,23-12-2022,4.2,Credit Card
3992,Hoodie,,03-03-2023,2.8,Credit Card
4042,Sun Hat,106,27-05-2023,,Credit Card
4018,Sandals,97,18-11-2022,3.4,Cash
4095,Tunic,,15-11-2022,1.7,Cash
3986,Dress,93,01-08-2023,3.1,Cash
4079,Hoodie,155,23-01-2023,2.2,Credit Card
4105,Shorts,23,15-04-2023,2,Credit Card
4010,Trench Coat,,04-10-2022,3.2,Credit Card
4014,Blazer,22,22-09-2023,2.8,Cash
4039,Swimsuit,79,25-10-2022,4.8,Credit Card
4047,Polo Shirt,118,04-05-2023,2.3,Credit Card
4025,Coat,123,12-10-2022,2.9,Credit Card
4085,Belt,65,29-06-2023,1.3,Credit Card
4065,Wallet,39,14-12-2022,2.2,Cash
4027,T-shirt,38,26-05-2023,2.8,Cash
3970,Boots,183,07-06-2023,3.2,Credit Card
3973,Blazer,144,04-09-2023,4.1,Cash
4052,Dress,21,21-10-2022,1.9,Cash
4045,Flannel Shirt,163,15-03-2023,2.3,Cash
4072,Cardigan,,24-04-2023,1.4,Credit Card
4081,Wallet,64,22-02-2023,3.4,Credit Card
4085,Polo Shirt,75,24-04-2023,1.6,Credit Card
4091,Bowtie,40,27-11-2022,4.1,Cash
3988,Blouse,,17-09-2023,4.4,Credit Card
4077,Sunglasses,54,04-05-2023,1.6,Cash
4093,Kimono,,30-10-2022,4.9,Cash
4093,Tank Top,68,01-06-2023,4.2,Cash
4031,Leggings,181,13-05-2023,2.1,Cash
4072,Flannel Shirt,28,07-12-2022,2.9,Cash
4115,Raincoat,199,20-04-2023,2.2,Credit Card
4051,Loafers,,23-02-2023,2.3,Credit Card
3973,Polo Shirt,,21-01-2023,4,Credit Card
4005,Trench Coat,90,29-09-2023,2.7,Credit Card
4074,Scarf,156,28-06-2023,2.7,Credit Card
3979,Tank Top,173,01-04-2023,2.6,Credit Card
3977,Skirt,39,07-10-2022,2.4,Credit Card
4057,Wallet,93,09-10-2022,4.9,Cash
4002,Dress,,22-07-2023,1.1,Credit Card
4030,Boots,127,17-03-2023,1.8,Cash
3976,Dress,102,26-01-2023,2.2,Cash
3984,Socks,,27-05-2023,2.3,Cash
3999,Pants,72,29-12-2022,2.3,Credit Card
4027,Blazer,112,12-01-2023,1.8,Credit Card
3985,Scarf,111,17-02-2023,3,Credit Card
3994,Blouse,200,06-05-2023,1.4,Credit Card
4084,Loafers,95,17-11-2022,2.3,Credit Card
3995,Sun Hat,29,17-05-2023,3.9,Cash
4009,Scarf,39,07-05-2023,4.9,Credit Card
4090,Slippers,59,04-09-2023,,Cash
4117,Raincoat,99,16-12-2022,3.8,Credit Card
3962,Sneakers,175,24-01-2023,2.9,Cash
4032,Blouse,70,11-09-2023,3.4,Cash
4063,Camisole,,27-11-2022,1.4,Credit Card
4095,Flip-Flops,54,15-01-2023,2.1,Credit Card
3990,Belt,177,11-01-2023,4.7,Credit Card
4078,Jacket,,30-04-2023,1.5,Credit Card
4045,Sun Hat,170,29-11-2022,2.3,Credit Card
4064,Sandals,154,08-10-2022,2.7,Cash
4070,Sandals,124,27-08-2023,1.6,Cash
4122,Pajamas,154,14-08-2023,1.8,Credit Card
3962,Backpack,169,11-02-2023,,Credit Card
4031,Coat,170,23-02-2023,3.3,Cash
4005,Vest,122,01-10-2023,2,Cash
3973,Overalls,,18-11-2022,2.2,Cash
3962,Hoodie,87,12-05-2023,,Cash
4016,Sandals,161,04-03-2023,1.3,Cash
4090,Umbrella,,11-12-2022,3.8,Cash
4122,Belt,89,12-01-2023,4.4,Credit Card
4042,Tank Top,19,21-11-2022,2.8,Cash
4062,Pants,,19-04-2023,1.7,Credit Card
4105,Polo Shirt,29,29-03-2023,2.8,Cash
4044,Scarf,33,20-02-2023,3.7,Credit Card
4122,Jacket,139,26-02-2023,2,Credit Card
4040,Handbag,158,30-11-2022,1.1,Cash
4081,Camisole,199,10-01-2023,2.6,Cash
4108,Sneakers,125,25-05-2023,2.9,Cash
4092,Handbag,156,01-01-2023,,Credit Card
4097,Tank Top,92,27-05-2023,4.7,Cash
4070,Backpack,138,30-05-2023,1.1,Cash
4074,Socks,,04-09-2023,1.1,Cash
4034,Romper,,18-04-2023,4.2,Cash
4102,Swimsuit,,26-06-2023,3,Credit Card
3990,Sunglasses,97,05-04-2023,3.5,Cash
4035,Wallet,31,03-06-2023,3.3,Cash
4000,Backpack,54,05-05-2023,4.1,Cash
4023,Trench Coat,,18-10-2022,4.2,Credit Card
4015,Loafers,122,06-05-2023,1.4,Cash
4080,Coat,166,21-09-2023,3.4,Credit Card
4052,Tie,,16-01-2023,4,Credit Card
4030,Pants,82,07-02-2023,2.7,Cash
3969,Leggings,96,07-08-2023,2.8,Cash
3994,Belt,23,28-02-2023,4,Credit Card
4047,Pajamas,175,02-01-2023,1.3,Cash
4029,Jeans,94,17-08-2023,2.4,Cash
4073,Loafers,,25-10-2022,3.8,Credit Card
3999,Boots,82,21-02-2023,2.7,Cash
4115,Jacket,178,09-05-2023,,Credit Card
3998,Sneakers,164,06-11-2022,1,Credit Card
4094,Shorts,95,01-06-2023,1.1,Credit Card
4030,Polo Shirt,,18-03-2023,2.7,Cash
4003,Shorts,99,25-03-2023,1.9,Credit Card
4001,Umbrella,177,22-11-2022,2.3,Cash
3996,Sun Hat,110,20-06-2023,3.7,Credit Card
3998,Tie,,10-07-2023,3.3,Credit Card
4017,Jacket,31,15-05-2023,4.5,Cash
3986,Trousers,106,12-10-2022,1.6,Credit Card
3967,Handbag,94,15-11-2022,1.8,Cash
4038,Hoodie,181,12-06-2023,1.1,Credit Card
4104,Swimsuit,199,15-08-2023,4.4,Cash
3989,Trousers,144,13-08-2023,3.2,Credit Card
4069,Jumpsuit,,18-07-2023,2.3,Cash
4023,Sneakers,140,06-01-2023,1.9,Cash
4051,Pants,102,29-12-2022,2.2,Cash
4004,Gloves,64,04-03-2023,2.1,Credit Card
4009,Sneakers,134,24-09-2023,1.9,Credit Card
4100,T-shirt,,03-01-2023,1.5,Credit Card
3965,Skirt,49,23-10-2022,2.8,Cash
4038,Pajamas,,27-12-2022,2.5,Credit Card
4045,Gloves,35,25-02-2023,4,Cash
3994,Pajamas,148,15-07-2023,2.5,Credit Card
4052,Skirt,144,22-01-2023,2.6,Credit Card
4071,Shorts,,17-05-2023,2.5,Cash
4095,Hat,168,08-03-2023,1.4,Credit Card
3998,Flannel Shirt,,15-02-2023,4.7,Cash
4093,Camisole,51,15-02-2023,1.5,Cash
4034,Blazer,,10-11-2022,1.5,Credit Card
3988,Slippers,169,13-06-2023,3.4,Credit Card
3963,Kimono,52,27-12-2022,2.3,Cash
4060,Skirt,21,22-01-2023,4.9,Credit Card
4084,Flannel Shirt,183,16-02-2023,2.4,Credit Card
3994,Raincoat,123,27-03-2023,1.4,Cash
4074,Tank Top,124,09-05-2023,1,Cash
4038,Sunglasses,71,22-03-2023,2.6,Credit Card
3996,Cardigan,130,10-01-2023,2.4,Cash
3958,Sun Hat,59,15-06-2023,4.3,Credit Card
4096,Sneakers,156,19-04-2023,4.4,Cash
4086,Loafers,128,22-07-2023,5,Credit Card
4041,Skirt,107,09-02-2023,,Credit Card
4122,Sweater,117,19-05-2023,2.6,Credit Card
4032,Coat,61,20-07-2023,4.8,Cash
4078,Leggings,45,07-10-2022,3.6,Credit Card
4031,Tunic,23,25-12-2022,1.6,Credit Card
4103,Pajamas,105,03-04-2023,3.3,Credit Card
3994,Hat,36,01-03-2023,1.6,Credit Card
4101,Raincoat,142,03-07-2023,4,Credit Card
4070,Poncho,82,09-04-2023,,Cash
4043,Umbrella,,25-01-2023,4.5,Cash
3985,Polo Shirt,,13-04-2023,2.5,Cash
4079,Sun Hat,141,11-12-2022,1.6,Credit Card
3967,Loafers,,04-05-2023,4.7,Cash
3992,Vest,66,15-07-2023,4,Cash
4098,Onesie,99,19-07-2023,1.7,Cash
3986,Slippers,116,23-10-2022,1.4,Cash
4035,Blouse,,22-02-2023,3,Cash
3963,Sandals,70,19-09-2023,3.5,Cash
4059,T-shirt,30,29-05-2023,2.1,Cash
4115,Umbrella,17,29-12-2022,4.1,Cash
4013,Trench Coat,35,11-01-2023,4.6,Cash
4071,Romper,176,23-06-2023,,Cash
4048,Pants,47,12-05-2023,4.7,Cash
3980,Wallet,,28-09-2023,,Cash
4040,Blouse,130,15-02-2023,3.4,Credit Card
3971,Pants,45,03-11-2022,1.6,Cash
4112,Pajamas,130,01-09-2023,,Credit Card
4121,Sunglasses,11,08-10-2022,1.4,Cash
4006,Poncho,14,03-10-2022,1.4,Cash
4106,Sneakers,48,02-08-2023,4.9,Cash
4091,Sweater,196,24-03-2023,3.1,Cash
4013,Camisole,118,26-01-2023,3.4,Cash
4028,Handbag,,15-06-2023,2.2,Cash
4007,Swimsuit,87,23-03-2023,4.6,Cash
3962,Romper,,18-08-2023,3.6,Credit Card
3978,Jumpsuit,173,11-03-2023,3.5,Cash
4094,Boots,127,05-06-2023,2.9,Credit Card
4071,Umbrella,,16-02-2023,4.4,Cash
3979,Loafers,137,30-12-2022,1.9,Credit Card
4088,Tie,14,17-11-2022,4.8,Credit Card
4057,Romper,157,20-04-2023,1.3,Credit Card
4006,Overalls,46,21-02-2023,,Cash
4082,Hat,10,30-01-2023,4.5,Cash
4038,Bowtie,71,15-03-2023,1.9,Cash
4111,Raincoat,57,31-07-2023,3.6,Credit Card
4111,Overalls,31,06-08-2023,4.9,Credit Card
4087,Trench Coat,102,10-10-2022,3.1,Cash
3971,Cardigan,,18-10-2022,4.5,Cash
4049,Sneakers,139,26-07-2023,1.5,Credit Card
4058,Belt,139,22-01-2023,3.6,Cash
3994,Flannel Shirt,109,03-06-2023,4.7,Credit Card
4066,Romper,21,02-07-2023,,Cash
4051,Gloves,105,10-11-2022,2.5,Credit Card
4055,Blazer,14,13-02-2023,,Cash
4052,Handbag,27,11-09-2023,1.7,Cash
3960,Hoodie,197,08-05-2023,1.1,Cash
4029,Blazer,36,27-10-2022,1.6,Cash
4045,Tie,198,07-03-2023,3.3,Cash
4046,Jumpsuit,44,09-06-2023,2.4,Cash
4035,Leggings,,29-08-2023,4.3,Credit Card
4071,Hoodie,174,23-08-2023,2.8,Credit Card
4100,Handbag,,30-04-2023,3.5,Credit Card
3979,Hoodie,128,19-11-2022,1.5,Credit Card
4012,Jacket,132,01-03-2023,4.1,Cash
4070,Camisole,44,23-01-2023,2.3,Cash
4063,Boots,,23-05-2023,2,Credit Card
4070,Hoodie,127,17-06-2023,2.9,Credit Card
4030,Coat,,26-06-2023,3.7,Cash
3998,Sunglasses,61,13-02-2023,2.4,Credit Card
4065,Sweater,90,20-02-2023,1.3,Cash
4063,Hoodie,141,18-01-2023,3.6,Credit Card
3992,Poncho,149,24-05-2023,1.5,Cash
4107,Cardigan,19,28-10-2022,2.8,Credit Card
4110,Sun Hat,58,22-04-2023,3.2,Cash
3979,Kimono,22,12-04-2023,4.5,Credit Card
3993,T-shirt,94,13-11-2022,2.7,Cash
4010,Belt,104,06-07-2023,1.3,Credit Card
4034,Umbrella,112,21-05-2023,3,Credit Card
4078,Trench Coat,108,31-08-2023,4.8,Credit Card
4091,Camisole,57,30-03-2023,1.8,Cash
4042,Blouse,137,02-05-2023,1.9,Credit Card
3973,Onesie,142,10-02-2023,,Cash
4108,Kimono,31,02-05-2023,2.4,Cash
4053,Trench Coat,30,29-05-2023,1.6,Cash
3979,Umbrella,56,08-12-2022,3.1,Credit Card
3958,Umbrella,92,14-09-2023,2.5,Credit Card
4061,Polo Shirt,,18-04-2023,4.8,Cash
4120,Tank Top,85,29-01-2023,2.5,Cash
4026,Shorts,164,26-04-2023,1.7,Credit Card
4063,Vest,52,12-07-2023,3.5,Cash
4001,T-shirt,99,05-11-2022,4,Credit Card
4099,Flip-Flops,196,08-04-2023,4.8,Credit Card
4075,Socks,100,04-09-2023,4.4,Credit Card
4102,Poncho,121,03-03-2023,4.8,Credit Card
3992,T-shirt,24,22-09-2023,2.2,Credit Card
4008,Romper,,15-11-2022,4.9,Cash
4004,Belt,103,24-06-2023,2.9,Cash
4054,Tank Top,183,10-04-2023,4.8,Credit Card
4031,Polo Shirt,,23-06-2023,,Credit Card
4098,Poncho,,09-08-2023,3.2,Credit Card
4082,Raincoat,183,21-07-2023,4.7,Credit Card
3967,Boots,18,19-10-2022,4.8,Cash
4034,Poncho,,01-11-2022,,Cash
4106,Wallet,175,17-12-2022,1.6,Credit Card
4034,Flannel Shirt,108,21-05-2023,4.1,Cash
4083,Umbrella,18,02-06-2023,4.8,Cash
4100,Loafers,183,23-09-2023,4.1,Credit Card
4075,Dress,104,26-12-2022,2.6,Credit Card
4014,Loafers,29,24-07-2023,4.3,Cash
3963,Bowtie,145,27-11-2022,,Cash
3957,Coat,90,07-10-2022,2.1,Credit Card
3996,Umbrella,73,23-06-2023,1.5,Cash
4024,Tunic,16,08-03-2023,4.8,Cash
4033,Flannel Shirt,137,22-03-2023,2.8,Cash
4120,Gloves,153,22-10-2022,4,Cash
4119,Hat,,24-09-2023,,Cash
4077,Jacket,190,22-05-2023,2.2,Credit Card
3988,Swimsuit,166,30-08-2023,3.5,Credit Card
4030,Blouse,135,16-07-2023,3.6,Cash
4063,Trench Coat,44,17-04-2023,1.5,Credit Card
4002,Raincoat,125,12-10-2022,2.8,Credit Card
4082,Sweater,,27-02-2023,,Credit Card
4122,Belt,32,30-01-2023,4.6,Cash
4019,Kimono,91,06-04-2023,2.1,Cash
3964,Pajamas,191,30-04-2023,2.5,Credit Card
3987,Coat,,09-05-2023,1.5,Credit Card
4027,Swimsuit,86,19-10-2022,3.3,Cash
4083,Shorts,192,23-03-2023,3.8,Cash
3974,Trousers,189,20-10-2022,4,Cash
4110,Umbrella,102,26-01-2023,1.4,Credit Card
4049,Boots,41,28-09-2023,3.4,Cash
4105,Polo Shirt,45,05-02-2023,2.5,Cash
4080,Jumpsuit,136,17-05-2023,3.7,Cash
4101,Shorts,,15-02-2023,4.9,Cash
4068,Cardigan,104,07-05-2023,3.6,Credit Card
4023,Blazer,151,01-08-2023,2.1,Credit Card
4117,Onesie,,19-06-2023,2.1,Cash
4078,Cardigan,26,04-02-2023,3,Credit Card
3987,Sandals,193,18-01-2023,4.3,Credit Card
4052,Scarf,144,15-10-2022,1.3,Cash
4088,T-shirt,114,22-04-2023,4.2,Credit Card
4104,Poncho,28,06-06-2023,3,Credit Card
3961,Handbag,,28-08-2023,3.7,Cash
4023,Sunglasses,28,15-05-2023,4.1,Credit Card
3998,Vest,184,07-09-2023,3.2,Cash
4105,Scarf,42,18-01-2023,2.5,Credit Card
3971,Blazer,151,13-10-2022,4.7,Credit Card
3994,Backpack,56,27-04-2023,3.4,Cash
4038,Trench Coat,43,31-05-2023,4.2,Cash
4075,Dress,24,25-09-2023,3.3,Credit Card
3991,Overalls,142,02-12-2022,4.1,Credit Card
4048,Flip-Flops,,09-07-2023,3.7,Credit Card
3998,Kimono,,10-12-2022,2.7,Credit Card
3970,Sweater,191,03-01-2023,4,Cash
4026,Raincoat,142,03-01-2023,4.2,Credit Card
4049,T-shirt,30,05-05-2023,3.3,Credit Card
4064,Flip-Flops,172,30-04-2023,4.8,Credit Card
4119,Overalls,80,02-06-2023,3.5,Cash
4048,Trousers,,23-07-2023,3.7,Credit Card
3969,Blazer,146,26-08-2023,,Cash
4031,Raincoat,,22-02-2023,1.1,Cash
4031,Skirt,161,12-11-2022,1.4,Credit Card
4092,T-shirt,49,12-08-2023,4.2,Credit Card
4120,Raincoat,,10-10-2022,4.4,Cash
3976,Camisole,164,21-06-2023,4.3,Credit Card
4088,Hat,154,21-05-2023,4.9,Cash
4006,Vest,,19-06-2023,2.8,Credit Card
4117,Raincoat,30,29-08-2023,,Credit Card
4003,T-shirt,,18-06-2023,5,Credit Card
3981,Skirt,157,10-05-2023,4.2,Cash
4110,Belt,63,19-03-2023,4.1,Credit Card
3999,Kimono,116,21-01-2023,2.3,Cash
4096,Socks,17,16-06-2023,2.4,Credit Card
4039,Hoodie,170,19-03-2023,4.4,Credit Card
4037,Flannel Shirt,174,13-09-2023,2.3,Credit Card
4034,Trench Coat,133,04-08-2023,4,Credit Card
4026,Pants,185,25-10-2022,1.9,Credit Card
4049,Tie,126,18-04-2023,1.4,Cash
